%%wl	rayleigh_cross_section_scattering	ozone_cross_section_absorption	aerosol_cross_section_scattering	aerosol_cross_section_absorption
465.7	8.92485e-37	5.55453e-32	2.53883e-17	9.98388e-17
465.8	8.9169e-37	5.58718e-32	2.53876e-17	9.9865e-17
465.9	8.90895e-37	5.61984e-32	2.5387e-17	9.98911e-17
466	8.901e-37	5.6525e-32	2.53863e-17	9.99173e-17
466.1	8.89305e-37	5.68516e-32	2.53857e-17	9.99435e-17
466.2	8.8851e-37	5.71782e-32	2.5385e-17	9.99696e-17
466.3	8.87715e-37	5.75047e-32	2.53844e-17	9.99958e-17
466.4	8.8692e-37	5.78313e-32	2.53837e-17	1.00022e-16
466.5	8.86125e-37	5.8158e-32	2.5383e-17	1.00048e-16
466.6	8.8533e-37	5.84846e-32	2.53824e-17	1.00074e-16
466.7	8.84535e-37	5.88112e-32	2.53816e-17	1.00103e-16
466.8	8.8374e-37	5.91377e-32	2.53806e-17	1.00135e-16
466.9	8.82945e-37	5.94643e-32	2.53796e-17	1.00168e-16
467	8.8215e-37	5.97909e-32	2.53785e-17	1.002e-16
467.1	8.81355e-37	6.01175e-32	2.53775e-17	1.00233e-16
467.2	8.8056e-37	6.04441e-32	2.53765e-17	1.00265e-16
467.3	8.79765e-37	6.07706e-32	2.53755e-17	1.00297e-16
467.4	8.7897e-37	6.10973e-32	2.53745e-17	1.0033e-16
467.5	8.78175e-37	6.14239e-32	2.53734e-17	1.00362e-16
467.6	8.7738e-37	6.17505e-32	2.53724e-17	1.00395e-16
467.7	8.76585e-37	6.20771e-32	2.53714e-17	1.00427e-16
467.8	8.7579e-37	6.24036e-32	2.537e-17	1.00465e-16
467.9	8.74995e-37	6.27302e-32	2.53685e-17	1.00507e-16
468	8.742e-37	6.30568e-32	2.53669e-17	1.00549e-16
468.1	8.73405e-37	6.33834e-32	2.53653e-17	1.00591e-16
468.2	8.7261e-37	6.371e-32	2.53637e-17	1.00633e-16
468.3	8.71815e-37	6.40366e-32	2.53621e-17	1.00676e-16
468.4	8.7102e-37	6.43632e-32	2.53605e-17	1.00718e-16
468.5	8.70225e-37	6.46898e-32	2.53589e-17	1.0076e-16
468.6	8.6943e-37	6.50164e-32	2.53573e-17	1.00802e-16
468.7	8.68635e-37	6.5343e-32	2.53557e-17	1.00844e-16
468.8	8.6784e-37	6.56695e-32	2.53542e-17	1.00886e-16
468.9	8.67045e-37	6.59961e-32	2.53525e-17	1.00928e-16
469	8.6625e-37	6.63227e-32	2.53508e-17	1.00969e-16
469.1	8.65455e-37	6.66493e-32	2.53492e-17	1.01011e-16
469.2	8.6466e-37	6.6976e-32	2.53475e-17	1.01052e-16
469.3	8.63865e-37	6.73025e-32	2.53458e-17	1.01094e-16
469.4	8.6307e-37	6.76291e-32	2.53442e-17	1.01136e-16
469.5	8.62275e-37	6.79557e-32	2.53425e-17	1.01177e-16
469.6	8.6148e-37	6.82823e-32	2.53408e-17	1.01219e-16
469.7	8.60685e-37	6.86089e-32	2.53392e-17	1.01261e-16
469.8	8.5989e-37	6.89354e-32	2.53375e-17	1.01303e-16
469.9	8.59095e-37	6.9262e-32	2.53359e-17	1.01342e-16
470	8.583e-37	6.95886e-32	2.53347e-17	1.01364e-16
470.1	8.57588e-37	6.99152e-32	2.53335e-17	1.01386e-16
470.2	8.56876e-37	7.02419e-32	2.53323e-17	1.01408e-16
470.3	8.56164e-37	7.05684e-32	2.53311e-17	1.0143e-16
470.4	8.55452e-37	7.0895e-32	2.53299e-17	1.01452e-16
470.5	8.5474e-37	7.12216e-32	2.53287e-17	1.01474e-16
470.6	8.54028e-37	7.15482e-32	2.53275e-17	1.01496e-16
470.7	8.53316e-37	7.18748e-32	2.53263e-17	1.01518e-16
470.8	8.52604e-37	7.22013e-32	2.53251e-17	1.0154e-16
470.9	8.51892e-37	7.25279e-32	2.5324e-17	1.01562e-16
471	8.5118e-37	7.28545e-32	2.53229e-17	1.01584e-16
471.1	8.50468e-37	7.31812e-32	2.53221e-17	1.01603e-16
471.2	8.49756e-37	7.35078e-32	2.53214e-17	1.01623e-16
471.3	8.49044e-37	7.38343e-32	2.53206e-17	1.01642e-16
471.4	8.48332e-37	7.41609e-32	2.53199e-17	1.01662e-16
471.5	8.4762e-37	7.44875e-32	2.53191e-17	1.01681e-16
471.6	8.46908e-37	7.48141e-32	2.53184e-17	1.01701e-16
471.7	8.46196e-37	7.51407e-32	2.53177e-17	1.0172e-16
471.8	8.45484e-37	7.54672e-32	2.53169e-17	1.01739e-16
471.9	8.44772e-37	7.57938e-32	2.53162e-17	1.01759e-16
472	8.4406e-37	7.61205e-32	2.53154e-17	1.01778e-16
472.1	8.43348e-37	7.64471e-32	2.53147e-17	1.01797e-16
472.2	8.42636e-37	7.67737e-32	2.5314e-17	1.01814e-16
472.3	8.41924e-37	7.71002e-32	2.53132e-17	1.01832e-16
472.4	8.41212e-37	7.74268e-32	2.53125e-17	1.01849e-16
472.5	8.405e-37	7.77534e-32	2.53118e-17	1.01867e-16
472.6	8.39788e-37	7.808e-32	2.5311e-17	1.01884e-16
472.7	8.39076e-37	7.84066e-32	2.53103e-17	1.01902e-16
472.8	8.38364e-37	7.87331e-32	2.53096e-17	1.01919e-16
472.9	8.37652e-37	7.90598e-32	2.53088e-17	1.01936e-16
473	8.3694e-37	7.93864e-32	2.53081e-17	1.01954e-16
473.1	8.36228e-37	7.9713e-32	2.53074e-17	1.01971e-16
473.2	8.35516e-37	8.00396e-32	2.53064e-17	1.01992e-16
473.3	8.34804e-37	8.03661e-32	2.53052e-17	1.02017e-16
473.4	8.34092e-37	8.06927e-32	2.5304e-17	1.02042e-16
473.5	8.3338e-37	8.10193e-32	2.53028e-17	1.02067e-16
473.6	8.32668e-37	8.13459e-32	2.53016e-17	1.02091e-16
473.7	8.31956e-37	8.16725e-32	2.53004e-17	1.02116e-16
473.8	8.31244e-37	8.1999e-32	2.52992e-17	1.02141e-16
473.9	8.30532e-37	8.23257e-32	2.52981e-17	1.02166e-16
474	8.2982e-37	8.26523e-32	2.52969e-17	1.02191e-16
474.1	8.29108e-37	8.29789e-32	2.52957e-17	1.02215e-16
474.2	8.28396e-37	8.33055e-32	2.52945e-17	1.0224e-16
474.3	8.27684e-37	8.3632e-32	2.5293e-17	1.02265e-16
474.4	8.26972e-37	8.39586e-32	2.52912e-17	1.02289e-16
474.5	8.2626e-37	8.42852e-32	2.52895e-17	1.02314e-16
474.6	8.25548e-37	8.46118e-32	2.52878e-17	1.02338e-16
474.7	8.24836e-37	8.49385e-32	2.52861e-17	1.02363e-16
474.8	8.24124e-37	8.5265e-32	2.52843e-17	1.02387e-16
474.9	8.23412e-37	8.55916e-32	2.52826e-17	1.02412e-16
475	8.227e-37	8.59182e-32	2.52809e-17	1.02437e-16
475.1	8.21988e-37	8.62448e-32	2.52791e-17	1.02461e-16
475.2	8.21276e-37	8.65714e-32	2.52774e-17	1.02486e-16
475.3	8.20564e-37	8.68979e-32	2.52757e-17	1.0251e-16
475.4	8.19852e-37	8.72245e-32	2.5274e-17	1.0253e-16
475.5	8.1914e-37	8.75511e-32	2.52722e-17	1.02548e-16
475.6	8.18428e-37	8.78778e-32	2.52705e-17	1.02565e-16
475.7	8.17716e-37	8.82044e-32	2.52687e-17	1.02583e-16
475.8	8.17004e-37	8.85309e-32	2.5267e-17	1.026e-16
475.9	8.16292e-37	8.88575e-32	2.52652e-17	1.02618e-16
476	8.1558e-37	8.91841e-32	2.52635e-17	1.02635e-16
476.1	8.14868e-37	8.95107e-32	2.52618e-17	1.02652e-16
476.2	8.14156e-37	8.98373e-32	2.526e-17	1.0267e-16
476.3	8.13444e-37	9.01638e-32	2.52583e-17	1.02687e-16
476.4	8.12732e-37	9.04904e-32	2.52565e-17	1.02705e-16
476.5	8.1202e-37	9.0817e-32	2.52551e-17	1.02711e-16
476.6	8.11308e-37	9.11437e-32	2.52538e-17	1.02712e-16
476.7	8.10596e-37	9.14703e-32	2.52526e-17	1.02712e-16
476.8	8.09884e-37	9.17968e-32	2.52513e-17	1.02713e-16
476.9	8.09172e-37	9.21234e-32	2.525e-17	1.02714e-16
477	8.0846e-37	9.245e-32	2.52487e-17	1.02715e-16
477.1	8.07748e-37	9.27766e-32	2.52475e-17	1.02716e-16
477.2	8.07036e-37	9.31032e-32	2.52462e-17	1.02717e-16
477.3	8.06324e-37	9.34297e-32	2.52449e-17	1.02718e-16
477.4	8.05612e-37	9.37563e-32	2.52437e-17	1.02719e-16
477.5	8.049e-37	9.4083e-32	2.52424e-17	1.0272e-16
477.6	8.04188e-37	9.44096e-32	2.52416e-17	1.02717e-16
477.7	8.03476e-37	9.47362e-32	2.52411e-17	1.02712e-16
477.8	8.02764e-37	9.50627e-32	2.52405e-17	1.02708e-16
477.9	8.02052e-37	9.53893e-32	2.524e-17	1.02703e-16
478	8.0134e-37	9.57159e-32	2.52394e-17	1.02699e-16
478.1	8.00628e-37	9.60425e-32	2.52389e-17	1.02694e-16
478.2	7.99916e-37	9.63691e-32	2.52383e-17	1.0269e-16
478.3	7.99204e-37	9.66956e-32	2.52378e-17	1.02685e-16
478.4	7.98492e-37	9.70222e-32	2.52373e-17	1.0268e-16
478.5	7.9778e-37	9.73489e-32	2.52367e-17	1.02676e-16
478.6	7.97068e-37	9.76755e-32	2.52362e-17	1.02671e-16
478.7	7.96356e-37	9.80021e-32	2.52356e-17	1.02674e-16
478.8	7.95644e-37	9.83286e-32	2.52349e-17	1.02679e-16
478.9	7.94932e-37	9.86552e-32	2.52343e-17	1.02685e-16
479	7.9422e-37	9.89818e-32	2.52336e-17	1.0269e-16
479.1	7.93508e-37	9.93084e-32	2.5233e-17	1.02696e-16
479.2	7.92796e-37	9.9635e-32	2.52324e-17	1.02701e-16
479.3	7.92084e-37	9.99615e-32	2.52317e-17	1.02707e-16
479.4	7.91372e-37	1.00288e-31	2.52311e-17	1.02712e-16
479.5	7.9066e-37	1.00615e-31	2.52305e-17	1.02717e-16
479.6	7.89948e-37	1.00941e-31	2.52298e-17	1.02723e-16
479.7	7.89236e-37	1.01268e-31	2.52292e-17	1.02728e-16
479.8	7.88524e-37	1.01594e-31	2.52282e-17	1.02736e-16
479.9	7.87812e-37	1.01921e-31	2.5227e-17	1.02744e-16
480	7.871e-37	1.02248e-31	2.52258e-17	1.02752e-16
480.1	7.86461e-37	1.02574e-31	2.52247e-17	1.0276e-16
480.2	7.85822e-37	1.02901e-31	2.52235e-17	1.02768e-16
480.3	7.85183e-37	1.03227e-31	2.52223e-17	1.02776e-16
480.4	7.84544e-37	1.03554e-31	2.52212e-17	1.02784e-16
480.5	7.83905e-37	1.03881e-31	2.522e-17	1.02792e-16
480.6	7.83266e-37	1.04207e-31	2.52188e-17	1.02801e-16
480.7	7.82627e-37	1.04534e-31	2.52176e-17	1.02809e-16
480.8	7.81988e-37	1.0486e-31	2.52165e-17	1.02817e-16
480.9	7.81349e-37	1.05187e-31	2.52149e-17	1.02825e-16
481	7.8071e-37	1.05514e-31	2.5213e-17	1.02833e-16
481.1	7.80071e-37	1.0584e-31	2.52111e-17	1.02841e-16
481.2	7.79432e-37	1.06167e-31	2.52092e-17	1.02849e-16
481.3	7.78793e-37	1.06493e-31	2.52073e-17	1.02857e-16
481.4	7.78154e-37	1.0682e-31	2.52054e-17	1.02865e-16
481.5	7.77515e-37	1.07147e-31	2.52035e-17	1.02874e-16
481.6	7.76876e-37	1.07473e-31	2.52016e-17	1.02882e-16
481.7	7.76237e-37	1.078e-31	2.51997e-17	1.0289e-16
481.8	7.75598e-37	1.08126e-31	2.51978e-17	1.02898e-16
481.9	7.74959e-37	1.08453e-31	2.51959e-17	1.02906e-16
482	7.7432e-37	1.0878e-31	2.5194e-17	1.02908e-16
482.1	7.73681e-37	1.09106e-31	2.5192e-17	1.02903e-16
482.2	7.73042e-37	1.09433e-31	2.519e-17	1.02899e-16
482.3	7.72403e-37	1.09759e-31	2.51881e-17	1.02894e-16
482.4	7.71764e-37	1.10086e-31	2.51861e-17	1.0289e-16
482.5	7.71125e-37	1.10413e-31	2.51841e-17	1.02885e-16
482.6	7.70486e-37	1.10739e-31	2.51821e-17	1.02881e-16
482.7	7.69847e-37	1.11066e-31	2.51801e-17	1.02876e-16
482.8	7.69208e-37	1.11392e-31	2.51782e-17	1.02872e-16
482.9	7.68569e-37	1.11719e-31	2.51762e-17	1.02867e-16
483	7.6793e-37	1.12045e-31	2.51742e-17	1.02863e-16
483.1	7.67291e-37	1.12372e-31	2.51724e-17	1.0285e-16
483.2	7.66652e-37	1.12699e-31	2.5171e-17	1.02826e-16
483.3	7.66013e-37	1.13025e-31	2.51695e-17	1.02802e-16
483.4	7.65374e-37	1.13352e-31	2.51681e-17	1.02777e-16
483.5	7.64735e-37	1.13678e-31	2.51667e-17	1.02753e-16
483.6	7.64096e-37	1.14005e-31	2.51652e-17	1.02729e-16
483.7	7.63457e-37	1.14332e-31	2.51638e-17	1.02704e-16
483.8	7.62818e-37	1.14658e-31	2.51623e-17	1.0268e-16
483.9	7.62179e-37	1.14985e-31	2.51609e-17	1.02656e-16
484	7.6154e-37	1.15311e-31	2.51594e-17	1.02631e-16
484.1	7.60901e-37	1.15638e-31	2.5158e-17	1.02607e-16
484.2	7.60262e-37	1.15965e-31	2.51568e-17	1.02582e-16
484.3	7.59623e-37	1.16291e-31	2.51561e-17	1.02557e-16
484.4	7.58984e-37	1.16618e-31	2.51554e-17	1.02532e-16
484.5	7.58345e-37	1.16944e-31	2.51546e-17	1.02507e-16
484.6	7.57706e-37	1.17271e-31	2.51539e-17	1.02482e-16
484.7	7.57067e-37	1.17598e-31	2.51532e-17	1.02458e-16
484.8	7.56428e-37	1.17924e-31	2.51525e-17	1.02433e-16
484.9	7.55789e-37	1.18251e-31	2.51518e-17	1.02408e-16
485	7.5515e-37	1.18577e-31	2.51511e-17	1.02383e-16
485.1	7.54511e-37	1.18904e-31	2.51504e-17	1.02357e-16
485.2	7.53872e-37	1.1923e-31	2.51496e-17	1.02332e-16
485.3	7.53233e-37	1.19557e-31	2.5149e-17	1.02309e-16
485.4	7.52594e-37	1.19884e-31	2.51486e-17	1.02298e-16
485.5	7.51955e-37	1.2021e-31	2.51482e-17	1.02288e-16
485.6	7.51316e-37	1.20537e-31	2.51479e-17	1.02277e-16
485.7	7.50677e-37	1.20863e-31	2.51475e-17	1.02266e-16
485.8	7.50038e-37	1.2119e-31	2.51472e-17	1.02255e-16
485.9	7.49399e-37	1.21517e-31	2.51468e-17	1.02245e-16
486	7.4876e-37	1.21843e-31	2.51465e-17	1.02234e-16
486.1	7.48121e-37	1.2217e-31	2.51461e-17	1.02223e-16
486.2	7.47482e-37	1.22496e-31	2.51457e-17	1.02212e-16
486.3	7.46843e-37	1.22823e-31	2.51454e-17	1.02202e-16
486.4	7.46204e-37	1.2315e-31	2.5145e-17	1.02191e-16
486.5	7.45565e-37	1.23476e-31	2.51441e-17	1.02192e-16
486.6	7.44926e-37	1.23803e-31	2.51431e-17	1.02193e-16
486.7	7.44287e-37	1.24129e-31	2.51422e-17	1.02195e-16
486.8	7.43648e-37	1.24456e-31	2.51412e-17	1.02197e-16
486.9	7.43009e-37	1.24782e-31	2.51402e-17	1.02199e-16
487	7.4237e-37	1.25109e-31	2.51392e-17	1.02201e-16
487.1	7.41731e-37	1.25436e-31	2.51382e-17	1.02202e-16
487.2	7.41092e-37	1.25762e-31	2.51372e-17	1.02204e-16
487.3	7.40453e-37	1.26089e-31	2.51363e-17	1.02206e-16
487.4	7.39814e-37	1.26415e-31	2.51353e-17	1.02208e-16
487.5	7.39175e-37	1.26742e-31	2.51343e-17	1.02209e-16
487.6	7.38536e-37	1.27069e-31	2.51327e-17	1.02208e-16
487.7	7.37897e-37	1.27395e-31	2.51308e-17	1.02204e-16
487.8	7.37258e-37	1.27722e-31	2.51289e-17	1.022e-16
487.9	7.36619e-37	1.28048e-31	2.51271e-17	1.02197e-16
488	7.3598e-37	1.28375e-31	2.51252e-17	1.02193e-16
488.1	7.35341e-37	1.28702e-31	2.51233e-17	1.0219e-16
488.2	7.34702e-37	1.29028e-31	2.51214e-17	1.02186e-16
488.3	7.34063e-37	1.29355e-31	2.51196e-17	1.02183e-16
488.4	7.33424e-37	1.29681e-31	2.51177e-17	1.02179e-16
488.5	7.32785e-37	1.30008e-31	2.51158e-17	1.02175e-16
488.6	7.32146e-37	1.30335e-31	2.51139e-17	1.02172e-16
488.7	7.31507e-37	1.30661e-31	2.51119e-17	1.02159e-16
488.8	7.30868e-37	1.30988e-31	2.51098e-17	1.02138e-16
488.9	7.30229e-37	1.31314e-31	2.51077e-17	1.02117e-16
489	7.2959e-37	1.31641e-31	2.51056e-17	1.02096e-16
489.1	7.28951e-37	1.31968e-31	2.51034e-17	1.02074e-16
489.2	7.28312e-37	1.32294e-31	2.51013e-17	1.02053e-16
489.3	7.27673e-37	1.32621e-31	2.50992e-17	1.02032e-16
489.4	7.27034e-37	1.32947e-31	2.50971e-17	1.02011e-16
489.5	7.26395e-37	1.33274e-31	2.50949e-17	1.01989e-16
489.6	7.25756e-37	1.336e-31	2.50928e-17	1.01968e-16
489.7	7.25117e-37	1.33927e-31	2.50907e-17	1.01947e-16
489.8	7.24478e-37	1.34254e-31	2.50887e-17	1.01922e-16
489.9	7.23839e-37	1.3458e-31	2.5087e-17	1.01882e-16
490	7.232e-37	1.34907e-31	2.50853e-17	1.01842e-16
490.1	7.22624e-37	1.35233e-31	2.50836e-17	1.01803e-16
490.2	7.22048e-37	1.3556e-31	2.50819e-17	1.01763e-16
490.3	7.21472e-37	1.35887e-31	2.50803e-17	1.01723e-16
490.4	7.20896e-37	1.36213e-31	2.50786e-17	1.01683e-16
490.5	7.2032e-37	1.3654e-31	2.50769e-17	1.01643e-16
490.6	7.19744e-37	1.36866e-31	2.50752e-17	1.01603e-16
490.7	7.19168e-37	1.37193e-31	2.50735e-17	1.01564e-16
490.8	7.18592e-37	1.3752e-31	2.50718e-17	1.01524e-16
490.9	7.18016e-37	1.37846e-31	2.50702e-17	1.01484e-16
491	7.1744e-37	1.38173e-31	2.50692e-17	1.01445e-16
491.1	7.16864e-37	1.38499e-31	2.50683e-17	1.01406e-16
491.2	7.16288e-37	1.38826e-31	2.50674e-17	1.01367e-16
491.3	7.15712e-37	1.39152e-31	2.50665e-17	1.01328e-16
491.4	7.15136e-37	1.39479e-31	2.50657e-17	1.01289e-16
491.5	7.1456e-37	1.39806e-31	2.50648e-17	1.0125e-16
491.6	7.13984e-37	1.40132e-31	2.50639e-17	1.01211e-16
491.7	7.13408e-37	1.40459e-31	2.5063e-17	1.01172e-16
491.8	7.12832e-37	1.40785e-31	2.50621e-17	1.01133e-16
491.9	7.12256e-37	1.41112e-31	2.50612e-17	1.01095e-16
492	7.1168e-37	1.41439e-31	2.50604e-17	1.01056e-16
492.1	7.11104e-37	1.41765e-31	2.50597e-17	1.01028e-16
492.2	7.10528e-37	1.42092e-31	2.50593e-17	1.01009e-16
492.3	7.09952e-37	1.42418e-31	2.50589e-17	1.00989e-16
492.4	7.09376e-37	1.42745e-31	2.50584e-17	1.0097e-16
492.5	7.088e-37	1.43072e-31	2.5058e-17	1.0095e-16
492.6	7.08224e-37	1.43398e-31	2.50575e-17	1.00931e-16
492.7	7.07648e-37	1.43725e-31	2.50571e-17	1.00912e-16
492.8	7.07072e-37	1.44051e-31	2.50566e-17	1.00892e-16
492.9	7.06496e-37	1.44378e-31	2.50562e-17	1.00873e-16
493	7.0592e-37	1.44705e-31	2.50558e-17	1.00853e-16
493.1	7.05344e-37	1.45031e-31	2.50553e-17	1.00834e-16
493.2	7.04768e-37	1.45358e-31	2.50547e-17	1.0082e-16
493.3	7.04192e-37	1.45684e-31	2.50539e-17	1.00821e-16
493.4	7.03616e-37	1.46011e-31	2.5053e-17	1.00822e-16
493.5	7.0304e-37	1.46338e-31	2.50521e-17	1.00823e-16
493.6	7.02464e-37	1.46664e-31	2.50512e-17	1.00824e-16
493.7	7.01888e-37	1.46991e-31	2.50504e-17	1.00825e-16
493.8	7.01312e-37	1.47317e-31	2.50495e-17	1.00826e-16
493.9	7.00736e-37	1.47644e-31	2.50486e-17	1.00826e-16
494	7.0016e-37	1.4797e-31	2.50477e-17	1.00827e-16
494.1	6.99584e-37	1.48297e-31	2.50468e-17	1.00828e-16
494.2	6.99008e-37	1.48624e-31	2.5046e-17	1.00829e-16
494.3	6.98432e-37	1.4895e-31	2.50451e-17	1.0083e-16
494.4	6.97856e-37	1.49277e-31	2.50435e-17	1.00829e-16
494.5	6.9728e-37	1.49603e-31	2.50418e-17	1.00828e-16
494.6	6.96704e-37	1.4993e-31	2.50402e-17	1.00827e-16
494.7	6.96128e-37	1.50257e-31	2.50385e-17	1.00827e-16
494.8	6.95552e-37	1.50583e-31	2.50368e-17	1.00826e-16
494.9	6.94976e-37	1.5091e-31	2.50352e-17	1.00825e-16
495	6.944e-37	1.51236e-31	2.50335e-17	1.00824e-16
495.1	6.93824e-37	1.51563e-31	2.50318e-17	1.00823e-16
495.2	6.93248e-37	1.5189e-31	2.50302e-17	1.00822e-16
495.3	6.92672e-37	1.52216e-31	2.50285e-17	1.00821e-16
495.4	6.92096e-37	1.52543e-31	2.50268e-17	1.0082e-16
495.5	6.9152e-37	1.52869e-31	2.50249e-17	1.00808e-16
495.6	6.90944e-37	1.53196e-31	2.50228e-17	1.00783e-16
495.7	6.90368e-37	1.53523e-31	2.50207e-17	1.00759e-16
495.8	6.89792e-37	1.53849e-31	2.50186e-17	1.00734e-16
495.9	6.89216e-37	1.54176e-31	2.50165e-17	1.00709e-16
496	6.8864e-37	1.54502e-31	2.50144e-17	1.00685e-16
496.1	6.88064e-37	1.54829e-31	2.50123e-17	1.0066e-16
496.2	6.87488e-37	1.55155e-31	2.50102e-17	1.00636e-16
496.3	6.86912e-37	1.55482e-31	2.50081e-17	1.00611e-16
496.4	6.86336e-37	1.55809e-31	2.5006e-17	1.00587e-16
496.5	6.8576e-37	1.56135e-31	2.50039e-17	1.00562e-16
496.6	6.85184e-37	1.56462e-31	2.50018e-17	1.00535e-16
496.7	6.84608e-37	1.56788e-31	2.5e-17	1.0049e-16
496.8	6.84032e-37	1.57115e-31	2.49982e-17	1.00445e-16
496.9	6.83456e-37	1.57442e-31	2.49963e-17	1.004e-16
497	6.8288e-37	1.57768e-31	2.49945e-17	1.00355e-16
497.1	6.82304e-37	1.58095e-31	2.49927e-17	1.00309e-16
497.2	6.81728e-37	1.58421e-31	2.49909e-17	1.00264e-16
497.3	6.81152e-37	1.58748e-31	2.4989e-17	1.00219e-16
497.4	6.80576e-37	1.59075e-31	2.49872e-17	1.00174e-16
497.5	6.8e-37	1.59401e-31	2.49854e-17	1.00129e-16
497.6	6.79424e-37	1.59728e-31	2.49836e-17	1.00083e-16
497.7	6.78848e-37	1.60054e-31	2.49817e-17	1.00038e-16
497.8	6.78272e-37	1.60381e-31	2.49804e-17	9.99936e-17
497.9	6.77696e-37	1.60707e-31	2.49795e-17	9.99495e-17
498	6.7712e-37	1.61034e-31	2.49785e-17	9.99055e-17
498.1	6.76544e-37	1.61361e-31	2.49775e-17	9.98615e-17
498.2	6.75968e-37	1.61687e-31	2.49766e-17	9.98174e-17
498.3	6.75392e-37	1.62014e-31	2.49756e-17	9.97734e-17
498.4	6.74816e-37	1.6234e-31	2.49746e-17	9.97294e-17
498.5	6.7424e-37	1.62667e-31	2.49737e-17	9.96853e-17
498.6	6.73664e-37	1.62994e-31	2.49727e-17	9.96413e-17
498.7	6.73088e-37	1.6332e-31	2.49717e-17	9.95973e-17
498.8	6.72512e-37	1.63647e-31	2.49708e-17	9.95532e-17
498.9	6.71936e-37	1.63973e-31	2.49699e-17	9.95134e-17
499	6.7136e-37	1.643e-31	2.49694e-17	9.94901e-17
499.1	6.70784e-37	1.64627e-31	2.49689e-17	9.94669e-17
499.2	6.70208e-37	1.64953e-31	2.49683e-17	9.94437e-17
499.3	6.69632e-37	1.6528e-31	2.49678e-17	9.94205e-17
499.4	6.69056e-37	1.65606e-31	2.49673e-17	9.93973e-17
499.5	6.6848e-37	1.65933e-31	2.49668e-17	9.93741e-17
499.6	6.67904e-37	1.6626e-31	2.49662e-17	9.93508e-17
499.7	6.67328e-37	1.66586e-31	2.49657e-17	9.93276e-17
499.8	6.66752e-37	1.66913e-31	2.49652e-17	9.93044e-17
499.9	6.66176e-37	1.67239e-31	2.49647e-17	9.92812e-17
500	6.656e-37	1.67566e-31	2.49642e-17	9.9258e-17
500.1	6.65082e-37	1.67893e-31	2.49622e-17	9.92563e-17
500.2	6.64564e-37	1.68219e-31	2.49596e-17	9.92639e-17
500.3	6.64046e-37	1.68546e-31	2.4957e-17	9.92715e-17
500.4	6.63528e-37	1.68872e-31	2.49544e-17	9.92791e-17
500.5	6.6301e-37	1.69199e-31	2.49518e-17	9.92867e-17
500.6	6.62492e-37	1.69525e-31	2.49493e-17	9.92942e-17
500.7	6.61974e-37	1.69852e-31	2.49467e-17	9.93018e-17
500.8	6.61456e-37	1.70179e-31	2.49441e-17	9.93094e-17
500.9	6.60938e-37	1.70505e-31	2.49415e-17	9.9317e-17
501	6.6042e-37	1.70832e-31	2.49389e-17	9.93246e-17
501.1	6.59902e-37	1.71158e-31	2.49363e-17	9.93322e-17
501.2	6.59384e-37	1.71485e-31	2.49336e-17	9.93402e-17
501.3	6.58866e-37	1.71812e-31	2.49301e-17	9.93525e-17
501.4	6.58348e-37	1.72138e-31	2.49265e-17	9.93647e-17
501.5	6.5783e-37	1.72465e-31	2.49229e-17	9.9377e-17
501.6	6.57312e-37	1.72791e-31	2.49194e-17	9.93893e-17
501.7	6.56794e-37	1.73118e-31	2.49158e-17	9.94015e-17
501.8	6.56276e-37	1.73445e-31	2.49123e-17	9.94138e-17
501.9	6.55758e-37	1.73771e-31	2.49087e-17	9.94261e-17
502	6.5524e-37	1.74098e-31	2.49051e-17	9.94383e-17
502.1	6.54722e-37	1.74424e-31	2.49016e-17	9.94506e-17
502.2	6.54204e-37	1.74751e-31	2.4898e-17	9.94628e-17
502.3	6.53686e-37	1.75077e-31	2.48944e-17	9.94751e-17
502.4	6.53168e-37	1.75404e-31	2.48905e-17	9.94743e-17
502.5	6.5265e-37	1.75731e-31	2.48862e-17	9.94648e-17
502.6	6.52132e-37	1.76057e-31	2.4882e-17	9.94553e-17
502.7	6.51614e-37	1.76384e-31	2.48778e-17	9.94459e-17
502.8	6.51096e-37	1.7671e-31	2.48736e-17	9.94364e-17
502.9	6.50578e-37	1.77037e-31	2.48693e-17	9.94269e-17
503	6.5006e-37	1.77364e-31	2.48651e-17	9.94174e-17
503.1	6.49542e-37	1.7769e-31	2.48609e-17	9.94079e-17
503.2	6.49024e-37	1.78017e-31	2.48567e-17	9.93984e-17
503.3	6.48506e-37	1.78343e-31	2.48524e-17	9.9389e-17
503.4	6.47988e-37	1.7867e-31	2.48482e-17	9.93795e-17
503.5	6.4747e-37	1.78997e-31	2.4844e-17	9.937e-17
503.6	6.46952e-37	1.79323e-31	2.48399e-17	9.93347e-17
503.7	6.46434e-37	1.7965e-31	2.48359e-17	9.92993e-17
503.8	6.45916e-37	1.79976e-31	2.48318e-17	9.9264e-17
503.9	6.45398e-37	1.80303e-31	2.48278e-17	9.92286e-17
504	6.4488e-37	1.8063e-31	2.48237e-17	9.91933e-17
504.1	6.44362e-37	1.80956e-31	2.48197e-17	9.91579e-17
504.2	6.43844e-37	1.81283e-31	2.48156e-17	9.91226e-17
504.3	6.43326e-37	1.81609e-31	2.48116e-17	9.90872e-17
504.4	6.42808e-37	1.81936e-31	2.48075e-17	9.90519e-17
504.5	6.4229e-37	1.82263e-31	2.48035e-17	9.90166e-17
504.6	6.41772e-37	1.82589e-31	2.47994e-17	9.89812e-17
