%%wl	rayleigh_cross_section_scattering	ozone_cross_section_absorption	aerosol_cross_section_scattering	aerosol_cross_section_absorption
366.7	2.40973e-36	4.7538e-33	3.42319e-16	4.12786e-16
366.8	2.40692e-36	4.7452e-33	3.42323e-16	4.12789e-16
366.9	2.40411e-36	4.7366e-33	3.42326e-16	4.12791e-16
367	2.4013e-36	4.728e-33	3.4233e-16	4.12793e-16
367.1	2.39849e-36	4.7194e-33	3.42334e-16	4.12796e-16
367.2	2.39568e-36	4.7108e-33	3.42337e-16	4.12798e-16
367.3	2.39287e-36	4.7022e-33	3.4234e-16	4.128e-16
367.4	2.39006e-36	4.6936e-33	3.42343e-16	4.12803e-16
367.5	2.38725e-36	4.685e-33	3.42345e-16	4.12805e-16
367.6	2.38444e-36	4.6764e-33	3.42348e-16	4.12808e-16
367.7	2.38163e-36	4.6678e-33	3.4235e-16	4.1281e-16
367.8	2.37882e-36	4.6592e-33	3.42352e-16	4.12812e-16
367.9	2.37601e-36	4.6506e-33	3.42355e-16	4.12815e-16
368	2.3732e-36	4.642e-33	3.42357e-16	4.12817e-16
368.1	2.37039e-36	4.6334e-33	3.42359e-16	4.12819e-16
368.2	2.36758e-36	4.6248e-33	3.42362e-16	4.12822e-16
368.3	2.36477e-36	4.6162e-33	3.42364e-16	4.12824e-16
368.4	2.36196e-36	4.6076e-33	3.42366e-16	4.12826e-16
368.5	2.35915e-36	4.599e-33	3.42369e-16	4.12829e-16
368.6	2.35634e-36	4.5904e-33	3.42371e-16	4.12831e-16
368.7	2.35353e-36	4.5818e-33	3.42373e-16	4.12833e-16
368.8	2.35072e-36	4.5732e-33	3.42376e-16	4.12836e-16
368.9	2.34791e-36	4.5646e-33	3.42378e-16	4.12838e-16
369	2.3451e-36	4.556e-33	3.4238e-16	4.1284e-16
369.1	2.34229e-36	4.5474e-33	3.42383e-16	4.12843e-16
369.2	2.33948e-36	4.5388e-33	3.42385e-16	4.12845e-16
369.3	2.33667e-36	4.5302e-33	3.42388e-16	4.12848e-16
369.4	2.33386e-36	4.5216e-33	3.4239e-16	4.1285e-16
369.5	2.33105e-36	4.513e-33	3.42392e-16	4.12852e-16
369.6	2.32824e-36	4.5044e-33	3.42395e-16	4.12855e-16
369.7	2.32543e-36	4.4958e-33	3.42397e-16	4.12857e-16
369.8	2.32262e-36	4.4872e-33	3.42399e-16	4.12859e-16
369.9	2.31981e-36	4.4786e-33	3.42402e-16	4.12862e-16
370	2.317e-36	4.47e-33	3.42404e-16	4.12866e-16
370.1	2.31454e-36	4.4614e-33	3.42406e-16	4.1287e-16
370.2	2.31208e-36	4.4528e-33	3.42409e-16	4.12873e-16
370.3	2.30962e-36	4.4442e-33	3.42411e-16	4.12877e-16
370.4	2.30716e-36	4.4356e-33	3.42413e-16	4.1288e-16
370.5	2.3047e-36	4.427e-33	3.42416e-16	4.12884e-16
370.6	2.30224e-36	4.4184e-33	3.42418e-16	4.12887e-16
370.7	2.29978e-36	4.4098e-33	3.42421e-16	4.1289e-16
370.8	2.29732e-36	4.4012e-33	3.42424e-16	4.12893e-16
370.9	2.29486e-36	4.3926e-33	3.42428e-16	4.12895e-16
371	2.2924e-36	4.384e-33	3.42431e-16	4.12897e-16
371.1	2.28994e-36	4.3754e-33	3.42435e-16	4.129e-16
371.2	2.28748e-36	4.3668e-33	3.42438e-16	4.12902e-16
371.3	2.28502e-36	4.3582e-33	3.42442e-16	4.12904e-16
371.4	2.28256e-36	4.3496e-33	3.42445e-16	4.12907e-16
371.5	2.2801e-36	4.341e-33	3.42449e-16	4.12909e-16
371.6	2.27764e-36	4.3324e-33	3.42451e-16	4.12911e-16
371.7	2.27518e-36	4.3238e-33	3.42454e-16	4.12912e-16
371.8	2.27272e-36	4.3152e-33	3.42456e-16	4.12913e-16
371.9	2.27026e-36	4.3066e-33	3.42458e-16	4.12914e-16
372	2.2678e-36	4.298e-33	3.42461e-16	4.12915e-16
372.1	2.26534e-36	4.2894e-33	3.42463e-16	4.12917e-16
372.2	2.26288e-36	4.2808e-33	3.42466e-16	4.12918e-16
372.3	2.26042e-36	4.2722e-33	3.42468e-16	4.12919e-16
372.4	2.25796e-36	4.2636e-33	3.4247e-16	4.1292e-16
372.5	2.2555e-36	4.255e-33	3.42473e-16	4.12921e-16
372.6	2.25304e-36	4.2464e-33	3.42475e-16	4.12922e-16
372.7	2.25058e-36	4.2378e-33	3.42477e-16	4.12924e-16
372.8	2.24812e-36	4.2292e-33	3.4248e-16	4.12925e-16
372.9	2.24566e-36	4.2206e-33	3.42482e-16	4.12926e-16
373	2.2432e-36	4.212e-33	3.42484e-16	4.12927e-16
373.1	2.24074e-36	4.2034e-33	3.42486e-16	4.12928e-16
373.2	2.23828e-36	4.1948e-33	3.42489e-16	4.12929e-16
373.3	2.23582e-36	4.1862e-33	3.42491e-16	4.12931e-16
373.4	2.23336e-36	4.1776e-33	3.42493e-16	4.12932e-16
373.5	2.2309e-36	4.169e-33	3.42496e-16	4.12933e-16
373.6	2.22844e-36	4.1604e-33	3.42498e-16	4.12934e-16
373.7	2.22598e-36	4.1518e-33	3.425e-16	4.12935e-16
373.8	2.22352e-36	4.1432e-33	3.42503e-16	4.12936e-16
373.9	2.22106e-36	4.1346e-33	3.42505e-16	4.12938e-16
374	2.2186e-36	4.126e-33	3.42507e-16	4.12939e-16
374.1	2.21614e-36	4.1174e-33	3.4251e-16	4.1294e-16
374.2	2.21368e-36	4.1088e-33	3.42512e-16	4.1294e-16
374.3	2.21122e-36	4.1002e-33	3.42514e-16	4.1294e-16
374.4	2.20876e-36	4.0916e-33	3.42517e-16	4.1294e-16
374.5	2.2063e-36	4.083e-33	3.42519e-16	4.1294e-16
374.6	2.20384e-36	4.0744e-33	3.42521e-16	4.1294e-16
374.7	2.20138e-36	4.0658e-33	3.42524e-16	4.1294e-16
374.8	2.19892e-36	4.0572e-33	3.42526e-16	4.1294e-16
374.9	2.19646e-36	4.0486e-33	3.42528e-16	4.1294e-16
375	2.194e-36	4.04e-33	3.42531e-16	4.1294e-16
375.1	2.19154e-36	4.0314e-33	3.42533e-16	4.12938e-16
375.2	2.18908e-36	4.0228e-33	3.42535e-16	4.12937e-16
375.3	2.18662e-36	4.0142e-33	3.42538e-16	4.12936e-16
375.4	2.18416e-36	4.0056e-33	3.4254e-16	4.12935e-16
375.5	2.1817e-36	3.997e-33	3.42542e-16	4.12934e-16
375.6	2.17924e-36	3.9884e-33	3.42544e-16	4.12933e-16
375.7	2.17678e-36	3.9798e-33	3.42547e-16	4.12932e-16
375.8	2.17432e-36	3.9712e-33	3.42549e-16	4.1293e-16
375.9	2.17186e-36	3.9626e-33	3.42551e-16	4.1293e-16
376	2.1694e-36	3.954e-33	3.42554e-16	4.1293e-16
376.1	2.16694e-36	3.9454e-33	3.42556e-16	4.1293e-16
376.2	2.16448e-36	3.9368e-33	3.42558e-16	4.1293e-16
376.3	2.16202e-36	3.9282e-33	3.42561e-16	4.1293e-16
376.4	2.15956e-36	3.9196e-33	3.42563e-16	4.1293e-16
376.5	2.1571e-36	3.911e-33	3.42565e-16	4.1293e-16
376.6	2.15464e-36	3.9024e-33	3.42568e-16	4.1293e-16
376.7	2.15218e-36	3.8938e-33	3.4257e-16	4.1293e-16
376.8	2.14972e-36	3.8852e-33	3.42573e-16	4.12931e-16
376.9	2.14726e-36	3.8766e-33	3.42577e-16	4.12932e-16
377	2.1448e-36	3.868e-33	3.4258e-16	4.12933e-16
377.1	2.14234e-36	3.8594e-33	3.42584e-16	4.12935e-16
377.2	2.13988e-36	3.8508e-33	3.42587e-16	4.12936e-16
377.3	2.13742e-36	3.8422e-33	3.42591e-16	4.12937e-16
377.4	2.13496e-36	3.8336e-33	3.42594e-16	4.12938e-16
377.5	2.1325e-36	3.825e-33	3.42598e-16	4.12939e-16
377.6	2.13004e-36	3.8164e-33	3.42601e-16	4.1294e-16
377.7	2.12758e-36	3.8078e-33	3.42603e-16	4.1294e-16
377.8	2.12512e-36	3.7992e-33	3.42605e-16	4.1294e-16
377.9	2.12266e-36	3.7906e-33	3.42608e-16	4.1294e-16
378	2.1202e-36	3.782e-33	3.4261e-16	4.1294e-16
378.1	2.11774e-36	3.7734e-33	3.42612e-16	4.1294e-16
378.2	2.11528e-36	3.7648e-33	3.42614e-16	4.1294e-16
378.3	2.11282e-36	3.7562e-33	3.42617e-16	4.1294e-16
378.4	2.11036e-36	3.7476e-33	3.42619e-16	4.1294e-16
378.5	2.1079e-36	3.739e-33	3.42621e-16	4.12941e-16
378.6	2.10544e-36	3.7304e-33	3.42624e-16	4.12944e-16
378.7	2.10298e-36	3.7218e-33	3.42626e-16	4.12946e-16
378.8	2.10052e-36	3.7132e-33	3.42628e-16	4.12948e-16
378.9	2.09806e-36	3.7046e-33	3.4263e-16	4.1295e-16
379	2.0956e-36	3.696e-33	3.42633e-16	4.12953e-16
379.1	2.09314e-36	3.6874e-33	3.42635e-16	4.12955e-16
379.2	2.09068e-36	3.6788e-33	3.42637e-16	4.12957e-16
379.3	2.08822e-36	3.6702e-33	3.4264e-16	4.1296e-16
379.4	2.08576e-36	3.6616e-33	3.42642e-16	4.12963e-16
379.5	2.0833e-36	3.653e-33	3.42644e-16	4.12966e-16
379.6	2.08084e-36	3.6444e-33	3.42646e-16	4.1297e-16
379.7	2.07838e-36	3.6358e-33	3.42649e-16	4.12973e-16
379.8	2.07592e-36	3.6272e-33	3.42651e-16	4.12977e-16
379.9	2.07346e-36	3.6186e-33	3.42653e-16	4.1298e-16
380	2.071e-36	3.61e-33	3.42656e-16	4.12983e-16
380.1	2.06887e-36	3.6014e-33	3.42658e-16	4.12987e-16
380.2	2.06674e-36	3.5928e-33	3.4266e-16	4.1299e-16
380.3	2.06461e-36	3.5842e-33	3.42663e-16	4.12994e-16
380.4	2.06248e-36	3.5756e-33	3.42665e-16	4.12997e-16
380.5	2.06035e-36	3.567e-33	3.42667e-16	4.13001e-16
380.6	2.05822e-36	3.5584e-33	3.42669e-16	4.13004e-16
380.7	2.05609e-36	3.5498e-33	3.42672e-16	4.13007e-16
380.8	2.05396e-36	3.5412e-33	3.42674e-16	4.13011e-16
380.9	2.05183e-36	3.5326e-33	3.42676e-16	4.13014e-16
381	2.0497e-36	3.524e-33	3.42678e-16	4.13018e-16
381.1	2.04757e-36	3.5154e-33	3.42681e-16	4.13021e-16
381.2	2.04544e-36	3.5068e-33	3.42683e-16	4.13024e-16
381.3	2.04331e-36	3.4982e-33	3.42685e-16	4.13028e-16
381.4	2.04118e-36	3.4896e-33	3.42688e-16	4.13031e-16
381.5	2.03905e-36	3.481e-33	3.4269e-16	4.13035e-16
381.6	2.03692e-36	3.4724e-33	3.42692e-16	4.13038e-16
381.7	2.03479e-36	3.4638e-33	3.42694e-16	4.13042e-16
381.8	2.03266e-36	3.4552e-33	3.42697e-16	4.13045e-16
381.9	2.03053e-36	3.4466e-33	3.42699e-16	4.13049e-16
382	2.0284e-36	3.438e-33	3.42701e-16	4.13053e-16
382.1	2.02627e-36	3.4294e-33	3.42704e-16	4.13057e-16
382.2	2.02414e-36	3.4208e-33	3.42706e-16	4.13062e-16
382.3	2.02201e-36	3.4122e-33	3.42708e-16	4.13066e-16
382.4	2.01988e-36	3.4036e-33	3.4271e-16	4.13071e-16
382.5	2.01775e-36	3.395e-33	3.42713e-16	4.13075e-16
382.6	2.01562e-36	3.3864e-33	3.42715e-16	4.1308e-16
382.7	2.01349e-36	3.3778e-33	3.42717e-16	4.13085e-16
382.8	2.01136e-36	3.3692e-33	3.4272e-16	4.13089e-16
382.9	2.00923e-36	3.3606e-33	3.42722e-16	4.13093e-16
383	2.0071e-36	3.352e-33	3.42724e-16	4.13096e-16
383.1	2.00497e-36	3.3434e-33	3.42726e-16	4.13099e-16
383.2	2.00284e-36	3.3348e-33	3.42729e-16	4.13103e-16
383.3	2.00071e-36	3.3262e-33	3.42731e-16	4.13106e-16
383.4	1.99858e-36	3.3176e-33	3.42733e-16	4.1311e-16
383.5	1.99645e-36	3.309e-33	3.42735e-16	4.13113e-16
383.6	1.99432e-36	3.3004e-33	3.42738e-16	4.13116e-16
383.7	1.99219e-36	3.2918e-33	3.4274e-16	4.1312e-16
383.8	1.99006e-36	3.2832e-33	3.42742e-16	4.13122e-16
383.9	1.98793e-36	3.2746e-33	3.42744e-16	4.13124e-16
384	1.9858e-36	3.266e-33	3.42747e-16	4.13127e-16
384.1	1.98367e-36	3.2574e-33	3.42749e-16	4.13129e-16
384.2	1.98154e-36	3.2488e-33	3.42751e-16	4.13131e-16
384.3	1.97941e-36	3.2402e-33	3.42753e-16	4.13133e-16
384.4	1.97728e-36	3.2316e-33	3.42756e-16	4.13136e-16
384.5	1.97515e-36	3.223e-33	3.42758e-16	4.13138e-16
384.6	1.97302e-36	3.2144e-33	3.4276e-16	4.1314e-16
384.7	1.97089e-36	3.2058e-33	3.42762e-16	4.13141e-16
384.8	1.96876e-36	3.1972e-33	3.42765e-16	4.13142e-16
384.9	1.96663e-36	3.1886e-33	3.42767e-16	4.13143e-16
385	1.9645e-36	3.18e-33	3.42769e-16	4.13145e-16
385.1	1.96237e-36	3.1714e-33	3.42771e-16	4.13146e-16
385.2	1.96024e-36	3.1628e-33	3.42774e-16	4.13147e-16
385.3	1.95811e-36	3.1542e-33	3.42776e-16	4.13148e-16
385.4	1.95598e-36	3.1456e-33	3.42778e-16	4.13149e-16
385.5	1.95385e-36	3.137e-33	3.4278e-16	4.1315e-16
385.6	1.95172e-36	3.1284e-33	3.42783e-16	4.13151e-16
385.7	1.94959e-36	3.1198e-33	3.42785e-16	4.13152e-16
385.8	1.94746e-36	3.1112e-33	3.42787e-16	4.13154e-16
385.9	1.94533e-36	3.1026e-33	3.42789e-16	4.13155e-16
386	1.9432e-36	3.094e-33	3.42792e-16	4.13156e-16
386.1	1.94107e-36	3.0854e-33	3.42794e-16	4.13157e-16
386.2	1.93894e-36	3.0768e-33	3.42796e-16	4.13158e-16
386.3	1.93681e-36	3.0682e-33	3.42798e-16	4.13159e-16
386.4	1.93468e-36	3.0596e-33	3.42801e-16	4.1316e-16
386.5	1.93255e-36	3.051e-33	3.42803e-16	4.13159e-16
386.6	1.93042e-36	3.0424e-33	3.42805e-16	4.13157e-16
386.7	1.92829e-36	3.0338e-33	3.42807e-16	4.13156e-16
386.8	1.92616e-36	3.0252e-33	3.4281e-16	4.13155e-16
386.9	1.92403e-36	3.0166e-33	3.42812e-16	4.13154e-16
387	1.9219e-36	3.008e-33	3.42814e-16	4.13153e-16
387.1	1.91977e-36	2.9994e-33	3.42816e-16	4.13152e-16
387.2	1.91764e-36	2.9908e-33	3.42819e-16	4.13151e-16
387.3	1.91551e-36	2.9822e-33	3.42821e-16	4.1315e-16
387.4	1.91338e-36	2.9736e-33	3.42823e-16	4.13148e-16
387.5	1.91125e-36	2.965e-33	3.42825e-16	4.13147e-16
387.6	1.90912e-36	2.9564e-33	3.42828e-16	4.13146e-16
387.7	1.90699e-36	2.9478e-33	3.4283e-16	4.13145e-16
387.8	1.90486e-36	2.9392e-33	3.42832e-16	4.13144e-16
387.9	1.90273e-36	2.9306e-33	3.42834e-16	4.13143e-16
388	1.9006e-36	2.922e-33	3.42837e-16	4.13142e-16
388.1	1.89847e-36	2.9134e-33	3.42839e-16	4.13141e-16
388.2	1.89634e-36	2.9048e-33	3.42841e-16	4.13139e-16
388.3	1.89421e-36	2.8962e-33	3.42843e-16	4.13138e-16
388.4	1.89208e-36	2.8876e-33	3.42846e-16	4.13137e-16
388.5	1.88995e-36	2.879e-33	3.42848e-16	4.13136e-16
388.6	1.88782e-36	2.8704e-33	3.4285e-16	4.13135e-16
388.7	1.88569e-36	2.8618e-33	3.42852e-16	4.13134e-16
388.8	1.88356e-36	2.8532e-33	3.42854e-16	4.13133e-16
388.9	1.88143e-36	2.8446e-33	3.42857e-16	4.13132e-16
389	1.8793e-36	2.836e-33	3.42859e-16	4.13131e-16
389.1	1.87717e-36	2.8274e-33	3.42861e-16	4.13129e-16
389.2	1.87504e-36	2.8188e-33	3.42863e-16	4.13128e-16
389.3	1.87291e-36	2.8102e-33	3.42866e-16	4.13127e-16
389.4	1.87078e-36	2.8016e-33	3.42868e-16	4.13126e-16
389.5	1.86865e-36	2.793e-33	3.4287e-16	4.13125e-16
389.6	1.86652e-36	2.7844e-33	3.42872e-16	4.13124e-16
389.7	1.86439e-36	2.7758e-33	3.42875e-16	4.13123e-16
389.8	1.86226e-36	2.7672e-33	3.42877e-16	4.13122e-16
389.9	1.86013e-36	2.7586e-33	3.42879e-16	4.1312e-16
390	1.858e-36	2.75e-33	3.42881e-16	4.1312e-16
390.1	1.85615e-36	2.7414e-33	3.42884e-16	4.1312e-16
390.2	1.8543e-36	2.7328e-33	3.42886e-16	4.1312e-16
390.3	1.85245e-36	2.7242e-33	3.42888e-16	4.1312e-16
390.4	1.8506e-36	2.7156e-33	3.4289e-16	4.1312e-16
390.5	1.84875e-36	2.707e-33	3.42892e-16	4.1312e-16
390.6	1.8469e-36	2.6984e-33	3.42895e-16	4.1312e-16
390.7	1.84505e-36	2.6898e-33	3.42897e-16	4.1312e-16
390.8	1.8432e-36	2.6812e-33	3.42899e-16	4.1312e-16
390.9	1.84135e-36	2.6726e-33	3.42901e-16	4.13121e-16
391	1.8395e-36	2.664e-33	3.42904e-16	4.13124e-16
391.1	1.83765e-36	2.6554e-33	3.42906e-16	4.13126e-16
391.2	1.8358e-36	2.6468e-33	3.42908e-16	4.13128e-16
391.3	1.83395e-36	2.6382e-33	3.4291e-16	4.1313e-16
391.4	1.8321e-36	2.6296e-33	3.42912e-16	4.13132e-16
391.5	1.83025e-36	2.621e-33	3.42915e-16	4.13135e-16
391.6	1.8284e-36	2.6124e-33	3.42917e-16	4.13137e-16
391.7	1.82655e-36	2.6038e-33	3.42919e-16	4.13139e-16
391.8	1.8247e-36	2.5952e-33	3.42921e-16	4.13142e-16
391.9	1.82285e-36	2.5866e-33	3.42924e-16	4.13145e-16
392	1.821e-36	2.578e-33	3.42926e-16	4.13149e-16
392.1	1.81915e-36	2.5694e-33	3.42928e-16	4.13152e-16
392.2	1.8173e-36	2.5608e-33	3.4293e-16	4.13155e-16
392.3	1.81545e-36	2.5522e-33	3.42932e-16	4.13159e-16
392.4	1.8136e-36	2.5436e-33	3.42935e-16	4.13162e-16
392.5	1.81175e-36	2.535e-33	3.42937e-16	4.13165e-16
392.6	1.8099e-36	2.5264e-33	3.42939e-16	4.13169e-16
392.7	1.80805e-36	2.5178e-33	3.42941e-16	4.13173e-16
392.8	1.8062e-36	2.5092e-33	3.42944e-16	4.13177e-16
392.9	1.80435e-36	2.5006e-33	3.42946e-16	4.13181e-16
393	1.8025e-36	2.492e-33	3.42948e-16	4.13186e-16
393.1	1.80065e-36	2.4834e-33	3.4295e-16	4.1319e-16
393.2	1.7988e-36	2.4748e-33	3.42952e-16	4.13195e-16
393.3	1.79695e-36	2.4662e-33	3.42955e-16	4.13199e-16
393.4	1.7951e-36	2.4576e-33	3.42957e-16	4.13203e-16
393.5	1.79325e-36	2.449e-33	3.42959e-16	4.13208e-16
393.6	1.7914e-36	2.4404e-33	3.42961e-16	4.13212e-16
393.7	1.78955e-36	2.4318e-33	3.42963e-16	4.13217e-16
393.8	1.7877e-36	2.4232e-33	3.42965e-16	4.13221e-16
393.9	1.78585e-36	2.4146e-33	3.42968e-16	4.13225e-16
394	1.784e-36	2.406e-33	3.4297e-16	4.1323e-16
394.1	1.78215e-36	2.3974e-33	3.42972e-16	4.13234e-16
394.2	1.7803e-36	2.3888e-33	3.42974e-16	4.13239e-16
394.3	1.77845e-36	2.3802e-33	3.42976e-16	4.13243e-16
394.4	1.7766e-36	2.3716e-33	3.42979e-16	4.13247e-16
394.5	1.77475e-36	2.363e-33	3.4298e-16	4.13253e-16
394.6	1.7729e-36	2.3544e-33	3.42982e-16	4.13259e-16
394.7	1.77105e-36	2.3458e-33	3.42983e-16	4.13266e-16
394.8	1.7692e-36	2.3372e-33	3.42984e-16	4.13272e-16
394.9	1.76735e-36	2.3286e-33	3.42985e-16	4.13279e-16
395	1.7655e-36	2.32e-33	3.42986e-16	4.13286e-16
395.1	1.76365e-36	2.3114e-33	3.42987e-16	4.13292e-16
395.2	1.7618e-36	2.3028e-33	3.42988e-16	4.13299e-16
395.3	1.75995e-36	2.2942e-33	3.42989e-16	4.13305e-16
395.4	1.7581e-36	2.2856e-33	3.42991e-16	4.13312e-16
395.5	1.75625e-36	2.277e-33	3.42993e-16	4.13317e-16
395.6	1.7544e-36	2.2684e-33	3.42995e-16	4.13323e-16
395.7	1.75255e-36	2.2598e-33	3.42997e-16	4.13328e-16
395.8	1.7507e-36	2.2512e-33	3.42999e-16	4.13334e-16
395.9	1.74885e-36	2.2426e-33	3.43002e-16	4.13339e-16
396	1.747e-36	2.234e-33	3.43004e-16	4.13345e-16
396.1	1.74515e-36	2.2254e-33	3.43006e-16	4.1335e-16
396.2	1.7433e-36	2.2168e-33	3.43008e-16	4.13356e-16
396.3	1.74145e-36	2.2082e-33	3.4301e-16	4.13361e-16
396.4	1.7396e-36	2.1996e-33	3.43013e-16	4.13365e-16
396.5	1.73775e-36	2.191e-33	3.43015e-16	4.1337e-16
396.6	1.7359e-36	2.1824e-33	3.43017e-16	4.13374e-16
396.7	1.73405e-36	2.1738e-33	3.43019e-16	4.13378e-16
396.8	1.7322e-36	2.1652e-33	3.43021e-16	4.13383e-16
396.9	1.73035e-36	2.1566e-33	3.43024e-16	4.13387e-16
397	1.7285e-36	2.148e-33	3.43026e-16	4.13392e-16
397.1	1.72665e-36	2.1394e-33	3.43028e-16	4.13396e-16
397.2	1.7248e-36	2.1308e-33	3.4303e-16	4.134e-16
397.3	1.72295e-36	2.1222e-33	3.43032e-16	4.13405e-16
397.4	1.7211e-36	2.1136e-33	3.43035e-16	4.13409e-16
397.5	1.71925e-36	2.105e-33	3.43037e-16	4.13413e-16
397.6	1.7174e-36	2.0964e-33	3.43039e-16	4.13418e-16
397.7	1.71555e-36	2.0878e-33	3.43041e-16	4.13422e-16
397.8	1.7137e-36	2.0792e-33	3.43043e-16	4.13427e-16
397.9	1.71185e-36	2.0706e-33	3.43045e-16	4.13431e-16
398	1.71e-36	2.062e-33	3.43048e-16	4.13435e-16
398.1	1.70815e-36	2.0534e-33	3.4305e-16	4.1344e-16
398.2	1.7063e-36	2.0448e-33	3.43051e-16	4.13441e-16
398.3	1.70445e-36	2.0362e-33	3.43052e-16	4.13442e-16
398.4	1.7026e-36	2.0276e-33	3.43053e-16	4.13443e-16
398.5	1.70075e-36	2.019e-33	3.43054e-16	4.13444e-16
398.6	1.6989e-36	2.0104e-33	3.43055e-16	4.13445e-16
398.7	1.69705e-36	2.0018e-33	3.43056e-16	4.13446e-16
398.8	1.6952e-36	1.9932e-33	3.43058e-16	4.13448e-16
