%%z	rayleigh_scattering	aerosol_scattering	ozone_absorption	aerosol_absorption	extinction	rayleigh_density	ozone_density_1	ozone_density_2	ozone_density_3	ozone_density_4	ozone_density_5	ozone_density_6	ozone_density_7	ozone_density_8	ozone_density_9	ozone_density_10	ozone_density_11	ozone_density_12	aerosol_density
0.0976562	0.0168022	0.00593809	0.000737616	0.0236099	0.0470879	2.52437e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37864e+14
0.107422	0.0167872	0.00593615	0.000737616	0.0236023	0.0470632	2.52211e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37787e+14
0.117188	0.0167721	0.00593422	0.000737616	0.0235946	0.0470385	2.51985e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3771e+14
0.126953	0.0167571	0.00593229	0.000737616	0.0235869	0.0470139	2.51759e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37632e+14
0.136719	0.016742	0.00593036	0.000737616	0.0235792	0.0469892	2.51532e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37555e+14
0.146484	0.0167269	0.00592843	0.000737616	0.0235715	0.0469645	2.51306e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37478e+14
0.15625	0.0167119	0.0059265	0.000737616	0.0235639	0.0469398	2.5108e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.374e+14
0.166016	0.0166968	0.00592457	0.000737616	0.0235562	0.0469152	2.50853e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37323e+14
0.175781	0.0166817	0.00592264	0.000737616	0.0235485	0.0468905	2.50626e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37246e+14
0.185547	0.0166666	0.00592071	0.000737616	0.0235409	0.0468658	2.50399e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37169e+14
0.195312	0.0166515	0.00591879	0.000737616	0.0235332	0.0468411	2.50172e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37091e+14
0.205078	0.0166364	0.00591686	0.000737616	0.0235255	0.0468164	2.49945e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.37014e+14
0.214844	0.0166213	0.00591493	0.000737616	0.0235179	0.0467917	2.49718e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36937e+14
0.224609	0.0166061	0.00591301	0.000737616	0.0235102	0.046767	2.49491e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3686e+14
0.234375	0.016591	0.00591109	0.000737616	0.0235026	0.0467423	2.49264e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36783e+14
0.244141	0.0165759	0.00590916	0.000737616	0.0234949	0.0467176	2.49036e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36706e+14
0.253906	0.0165607	0.00590724	0.000737616	0.0234873	0.0466929	2.48809e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36629e+14
0.263672	0.0165456	0.00590532	0.000737616	0.0234796	0.0466681	2.48581e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36552e+14
0.273438	0.0165304	0.00590339	0.000737616	0.023472	0.0466434	2.48354e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36475e+14
0.283203	0.0165152	0.00590147	0.000737616	0.0234644	0.0466187	2.48126e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36398e+14
0.292969	0.0165001	0.00589955	0.000737616	0.0234567	0.046594	2.47898e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36321e+14
0.302734	0.0164849	0.00589763	0.000737616	0.0234491	0.0465692	2.4767e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36244e+14
0.3125	0.0164697	0.00589571	0.000737616	0.0234415	0.0465445	2.47442e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36167e+14
0.322266	0.0164545	0.00589379	0.000737616	0.0234338	0.0465198	2.47213e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3609e+14
0.332031	0.0164393	0.00589187	0.000737616	0.0234262	0.046495	2.46985e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.36013e+14
0.341797	0.0164241	0.00588996	0.000737616	0.0234186	0.0464703	2.46757e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35937e+14
0.351562	0.0164089	0.00588804	0.000737616	0.023411	0.0464455	2.46528e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3586e+14
0.361328	0.0163937	0.00588612	0.000737616	0.0234033	0.0464208	2.463e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35783e+14
0.371094	0.0163785	0.00588421	0.000737616	0.0233957	0.046396	2.46071e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35706e+14
0.380859	0.0163632	0.00588229	0.000737616	0.0233881	0.0463713	2.45842e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3563e+14
0.390625	0.016348	0.00588038	0.000737616	0.0233805	0.0463465	2.45613e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35553e+14
0.400391	0.0163328	0.00587846	0.000737616	0.0233729	0.0463217	2.45384e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35476e+14
0.410156	0.0163175	0.00587655	0.000737616	0.0233653	0.046297	2.45155e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.354e+14
0.419922	0.0163022	0.00587464	0.000737616	0.0233577	0.0462722	2.44926e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35323e+14
0.429688	0.016287	0.00587273	0.000737616	0.0233501	0.0462474	2.44696e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35246e+14
0.439453	0.0162717	0.00587082	0.000737616	0.0233425	0.0462226	2.44467e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3517e+14
0.449219	0.0162564	0.0058689	0.000737616	0.0233349	0.0461978	2.44237e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35093e+14
0.458984	0.0162412	0.00586699	0.000737616	0.0233273	0.046173	2.44008e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.35017e+14
0.46875	0.0162259	0.00586508	0.000737616	0.0233197	0.0461482	2.43778e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3494e+14
0.478516	0.0162106	0.00586318	0.000737616	0.0233121	0.0461235	2.43548e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34864e+14
0.488281	0.0161953	0.00586127	0.000737616	0.0233045	0.0460986	2.43318e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34787e+14
0.498047	0.0161799	0.00585936	0.000737616	0.0232969	0.0460738	2.43088e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34711e+14
0.507812	0.0161646	0.00585745	0.000737616	0.0232893	0.046049	2.42858e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34635e+14
0.517578	0.0161493	0.00585555	0.000737616	0.0232818	0.0460242	2.42628e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34558e+14
0.527344	0.016134	0.00585364	0.000737616	0.0232742	0.0459994	2.42397e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34482e+14
0.537109	0.0161186	0.00585174	0.000737616	0.0232666	0.0459746	2.42167e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34406e+14
0.546875	0.0161033	0.00584983	0.000737616	0.023259	0.0459498	2.41936e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34329e+14
0.556641	0.0160879	0.00584793	0.000737616	0.0232515	0.0459249	2.41706e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34253e+14
0.566406	0.0160726	0.00584602	0.000737616	0.0232439	0.0459001	2.41475e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34177e+14
0.576172	0.0160572	0.00584412	0.000737616	0.0232363	0.0458753	2.41244e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.341e+14
0.585938	0.0160418	0.00584222	0.000737616	0.0232288	0.0458504	2.41013e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.34024e+14
0.595703	0.0160264	0.00584032	0.000737616	0.0232212	0.0458256	2.40782e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33948e+14
0.605469	0.016011	0.00583842	0.000737616	0.0232137	0.0458007	2.40551e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33872e+14
0.615234	0.0159957	0.00583652	0.000737616	0.0232061	0.0457759	2.40319e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33796e+14
0.625	0.0159803	0.00583462	0.000737616	0.0231985	0.045751	2.40088e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3372e+14
0.634766	0.0159648	0.00583272	0.000737616	0.023191	0.0457262	2.39856e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33644e+14
0.644531	0.0159494	0.00583082	0.000737616	0.0231834	0.0457013	2.39625e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33568e+14
0.654297	0.015934	0.00582892	0.000737616	0.0231759	0.0456764	2.39393e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33492e+14
0.664062	0.0159186	0.00582702	0.000737616	0.0231684	0.0456516	2.39161e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33416e+14
0.673828	0.0159031	0.00582513	0.000737616	0.0231608	0.0456267	2.38929e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3334e+14
0.683594	0.0158877	0.00582323	0.000737616	0.0231533	0.0456018	2.38697e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33264e+14
0.693359	0.0158722	0.00582134	0.000737616	0.0231457	0.0455769	2.38465e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33188e+14
0.703125	0.0158568	0.00581944	0.000737616	0.0231382	0.0455521	2.38233e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33112e+14
0.712891	0.0158413	0.00581755	0.000737616	0.0231307	0.0455272	2.38001e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.33036e+14
0.722656	0.0158259	0.00581565	0.000737616	0.0231232	0.0455023	2.37768e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3296e+14
0.732422	0.0158104	0.00581376	0.000737616	0.0231156	0.0454774	2.37536e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32884e+14
0.742188	0.0157949	0.00581187	0.000737616	0.0231081	0.0454525	2.37303e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32809e+14
0.751953	0.0157794	0.00580998	0.000737616	0.0231006	0.0454276	2.3707e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32733e+14
0.761719	0.0157639	0.00580809	0.000737616	0.0230931	0.0454027	2.36838e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32657e+14
0.771484	0.0157484	0.0058062	0.000737616	0.0230855	0.0453778	2.36605e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32581e+14
0.78125	0.0157329	0.00580431	0.000737616	0.023078	0.0453528	2.36371e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32506e+14
0.791016	0.0157174	0.00580242	0.000737616	0.0230705	0.0453279	2.36138e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3243e+14
0.800781	0.0157018	0.00580053	0.000737616	0.023063	0.045303	2.35905e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32354e+14
0.810547	0.0156863	0.00579864	0.000737616	0.0230555	0.0452781	2.35672e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32279e+14
0.820312	0.0156708	0.00579675	0.000737616	0.023048	0.0452531	2.35438e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32203e+14
0.830078	0.0156552	0.00579487	0.000737616	0.0230405	0.0452282	2.35205e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32128e+14
0.839844	0.0156397	0.00579298	0.000737616	0.023033	0.0452033	2.34971e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.32052e+14
0.849609	0.0156241	0.0057911	0.000737616	0.0230255	0.0451783	2.34737e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.31976e+14
0.859375	0.0156085	0.00578921	0.000737616	0.023018	0.0451534	2.34503e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.31901e+14
0.869141	0.015593	0.00578733	0.000737616	0.0230105	0.0451284	2.34269e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.31825e+14
0.878906	0.0155774	0.00578544	0.000737616	0.023003	0.0451035	2.34035e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.3175e+14
0.888672	0.0155618	0.00578356	0.000737616	0.0229955	0.0450785	2.33801e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.31675e+14
0.898438	0.0155462	0.00578168	0.000737616	0.0229881	0.0450535	2.33567e+34	4.40194e+27	4.69371e+27	4.83326e+27	4.87131e+27	4.71909e+27	4.46537e+27	4.22434e+27	4.02137e+27	3.78034e+27	3.61543e+27	3.67886e+27	3.996e+27	2.31599e+14
